,post_username,post_ID,post_comment,message_ID,sentiment,DatetimeSG,Hour,Dayofweek,wordcount,mean,vNegTerms,negTerms,posTerms,vPosTerms
141,Devi B Sutha,1.30E+14,Sakthiganesh Pillai,4327,neutral,8/19/2017 9:54,9,6,2,0,0,0,0,0
142,Seah Martin Stephen,1.02E+16,Could include transaction history function for your GrabPay for us to manage our credit balance and verify payment deducted? Thanks,4320,neutral,8/24/2017 6:29,6,4,20,2,0,0,1,0
143,Tan Ai Lian,1.02E+16,Hi! Your help center cannot submit anything n I email for u no answer.,4318,neutral,8/22/2017 15:32,15,2,14,2,0,1,1,0
144,Jaslyn Sarah Toh,1.02E+16,Is your app down again? What's the use of topping up credits when I cant use it,4306,neutral,8/17/2017 2:17,2,4,17,0,0,0,0,0
145,Angeline Geeriff EloBright,1.52E+15,"Grab, appreciate if you could respond to issues faster. I paid cash of 10 to your grab driver when the system reflected 3 only after I alighted. And this was sent to your customer service for refund, still pending for answer. Uber responds within the day or 2 to such issues. And similarly, it's cash issues. Can you let me know what happen?  My review ticket no. Is 23101059",4315,neutral,8/18/2017 15:18,15,5,69,0.5,0,1,1,0
146,Wen Wen,1.72E+15,What is wrong with your app?,4305,negative,8/17/2017 2:10,2,4,6,-2,0,1,0,0
147,Kelvino Lee,1.02E+16,,4304,neutral,8/17/2017 2:01,2,4,1,0,0,0,0,0
148,Lydia Wade,1.02E+16,Lunch! And weekends :) I love the promotions and was a little sad when my 4CREDITS promo code is no longer available to me. How can I get it back? Is #Grab launching it again?,4312,positive,8/17/2017 15:44,15,4,35,1,0,2,0,1
149,Habib Noh,1.87E+15,"On any days where you have a 7 dollar off discount. Even if its peek period  Use code ""7OFF""",4297,positive,8/16/2017 22:35,22,3,19,0,0,0,0,0
150,Tan Lay Bee,1.02E+16,"Monday to Wednesday not peak hours . Fridays, Saturdays & Sundays fares are very expensive even though with promo code",4296,neutral,8/16/2017 22:27,22,3,20,0,0,0,0,0
151,Koh Corine,1.64E+15,Well when you are in Need. Today system down so take bus,4311,neutral,8/17/2017 7:54,7,4,12,2,0,0,1,0
152,Jovie Lyn,1.02E+16,I grab everyday esp when i am on morning shift at work,4317,neutral,8/19/2017 19:22,19,6,12,0,0,0,0,0
153,Chenchen Li,1.02E+16,Every day when there is Grab Hitch code to have $5 off.. I will no longer be lazy to go work with this:),4308,positive,8/17/2017 4:13,4,4,23,-1,0,2,0,0
154,Jason Loh,1.02E+16,Any day with promo code is a good day,4303,positive,8/17/2017 0:18,0,4,9,3,0,0,1,0
155,Shenice Shantella Santarina,1.02E+16,Everyday  so please come up with more promotions,4302,positive,8/17/2017 0:01,0,4,8,1,0,0,1,0
156,Chaw Kalyar Myint,1.02E+16,Every weekday  :),4319,positive,8/23/2017 17:29,17,3,3,0,0,0,0,0
157,Bharathi Sathiyanandan,1.02E+16,Everyday!,4295,positive,8/16/2017 22:22,22,3,1,0,0,0,0,0
158,Devi B Sutha,1.30E+14,Everyday! :) :) ,4316,positive,8/19/2017 9:55,9,6,4,0,0,0,0,0
159,Andy Wee,1.02E+16,"Everyday for me, of course promotion has to stay for all.",4313,positive,8/17/2017 16:12,16,4,11,0,0,0,0,0
160,Theresa Ng,1.02E+16,I grab Everyday,4310,neutral,8/17/2017 6:20,6,4,3,0,0,0,0,0
161,Christopher Tay,1.02E+16,"Every single day,  yay :)",4300,positive,8/16/2017 23:26,23,3,5,4,0,0,0,1
162,Steve Pang Kian Chong,1.02E+16,Your fare so LOW for drivers... where got favourite day?,4307,negative,8/17/2017 3:54,3,4,10,0,0,0,0,0
163,Saunda Ng,1.02E+16,Monday blues!,4298,neutral,8/16/2017 22:38,22,3,2,0,0,0,0,0
164,Glenn Hurt,1.02E+16,Thirsty Thursday! Or thirsty everyday as I call it....,4301,neutral,8/16/2017 23:33,23,3,9,0,0,0,0,0
165,Daniel Lau,1.02E+16,Monday blues,4309,neutral,8/17/2017 4:35,4,4,2,0,0,0,0,0
166,,1.02E+16,Monday Blue,4299,neutral,8/16/2017 23:00,23,3,2,0,0,0,0,0
167,Cynthia Cleopatra Loh ,1.02E+16,sun,4314,neutral,8/17/2017 16:52,16,4,1,0,0,0,0,0
168,Ray Kyaw Thu,1.02E+16,@Grab You need to improve grabhitch. can't get any driver for the hitch,4270,neutral,8/16/2017 19:18,19,3,13,2,0,0,1,0
169,Lily Cheng,1.02E+16,"again can see cannot get offer!!! silver now, how to be gold within a day? got any express lane to gold???",4271,negative,8/16/2017 19:20,19,3,21,0,0,0,0,0
170,Pearlyn Oh,1.90E+15,Not valid to claim tho I have enough points and am a gold member!,4281,neutral,8/17/2017 18:06,18,4,14,0,0,0,0,0
171,Ryan Lee,1.02E+16,"Pls help. Confirm a gold member already, but don't see the offer at all",4285,neutral,8/17/2017 20:29,20,4,14,2,0,0,2,0
172,SHu LiNg,1.02E+16,Nothing! Don't see anything on the reward page at 10am!  And Grab kindly reply to my request for the refund.. zzz it has been a week plus or more no one replies to Me!!,4284,negative,8/17/2017 19:32,19,4,34,1.666666667,0,2,1,1
173,Parin Mehta,1.01E+16,Hi Grab  I have been waiting 6 days for a resolution to request #22934144. The Deliveroo reward you issued  via GrabRewards was rejected as someone had already used it. Please can you get this sorted? Thanks,4276,neutral,8/17/2017 4:31,4,4,36,0.4,0,2,3,0
174,Pearleen Lui,1.02E+16,"Hi Grab. I am a gold member. I restarted my app thrice and was prompted that the promo is not available. Upon reaching to the KOI staff, they claimed that the promo starts on 21 Aug. Is there any miscommunication?",4289,neutral,8/17/2017 22:36,22,4,40,1,0,0,1,0
175,Kalen Ong,1.02E+16,"Can't find in the rewards category, is it only can see tomorrow?",4277,neutral,8/17/2017 7:00,7,4,12,2,0,0,1,0
176,Adeline Lim,1.02E+16,Can't even purchase,4280,neutral,8/17/2017 18:04,18,4,3,0,0,0,0,0
177, ,1.93E+15,I cannot get the offer when I click purchase and I'm a gold member,4287,neutral,8/17/2017 22:13,22,4,14,0,0,0,0,0
178,Eloise Huai Ping,1.02E+16,Can't purchase at all,4282,neutral,8/17/2017 18:06,18,4,4,0,0,0,0,0
179,Acelow Kai Xun,1.02E+16,Hey grab! Is it fully redemm? Didnt see anything,4291,neutral,8/18/2017 0:14,0,5,9,0,0,0,0,0
180,Fiona Grace,1.02E+16,Thank you so much for the bubble tea. Taste nice. Thanks!,4294,positive,8/23/2017 2:52,2,3,11,2.666666667,0,0,2,1
181,Athena Pallas,1.02E+16,Didnt know there was a cap to the promo redemption!,4292,neutral,8/18/2017 0:26,0,5,10,0,0,0,0,0
182,Edwin Sim Loong Tan,1.02E+16,Can Grab just offer cash discount for every single trip ? Thanks,4274,neutral,8/16/2017 21:34,21,3,12,2,0,0,1,0
183,Raymond Fong,1.02E+16,"Grab, Silver redeem with 200 GrabRewards points, can?",4273,neutral,8/16/2017 20:46,20,3,8,0,0,0,0,0
184,Benson Li,1.02E+16,How to redeem,4272,neutral,8/16/2017 20:18,20,3,3,0,0,0,0,0
185,Wong Wei Sum,1.02E+16,Is it fully redeem?,4293,neutral,8/18/2017 4:35,4,5,4,0,0,0,0,0
186,Ryan Lee,1.02E+16,Still have for redemption?,4288,neutral,8/17/2017 22:19,22,4,4,0,0,0,0,0
187,  ,1.02E+16,I don't see any,4286,neutral,8/17/2017 22:03,22,4,4,0,0,0,0,0
188,Clara Wong,3.35E+14,reward cannot be found,4290,neutral,8/17/2017 23:40,23,4,4,2,0,0,1,0
189,Nicole Ng,1.02E+16,"Are you serious, grab?",4283,neutral,8/17/2017 19:15,19,4,4,0,0,0,0,0
190,Muneer Mohammed,1.02E+16,Platinum user here... Thought we'd get special privileges and discount codes? Nothing so far... And priority booking is nonexistent.,4278,neutral,8/17/2017 11:45,11,4,19,0,0,0,0,0
191,Carmela Fernandez Floria,1.02E+16,Germaine Tsl Yayyyy! Are you gold or platinum? Can only redeem tmr.,4275,positive,8/17/2017 0:19,0,4,12,0,0,0,0,0
192,Maria Elena Jasmin,1.02E+16,Still not available at catalogue. Its already 10:03am   Edit: sorry. It is available now. I needed to close the app and open again.,4279,neutral,8/17/2017 18:03,18,4,23,-1,0,1,0,0
193,Firah Khirana,2.04E+15,You put on this cap. Professional game strong. Swim laju hahaha. Ronald Sim,4266,neutral,8/17/2017 7:44,7,4,13,2.5,0,0,2,0
194,Syafiq Rahmat,5.26E+14,The funny thing is that they keep on forgetting that singapore also has rugby,4268,positive,8/18/2017 6:01,6,5,14,4,0,0,0,1
195,Arnie Bautista,3.47E+14,Trizha's dream to represent SG at SEA games in jumps.,4265,positive,8/17/2017 3:29,3,4,10,1,0,0,1,0
196,Sycamore Finch,3.42E+14,The voice acting for this is so cringey ,4267,negative,8/18/2017 0:14,0,5,9,0,0,0,0,0
197,Sabrina Loi,1.02E+16,Dixon Fong,4269,neutral,8/19/2017 2:43,2,6,2,0,0,0,0,0
198,Grab,2.30E+14,"Thanks so much for participating in this contest! For your vast collections of LEGO over the years, to the interesting stories that accompanied it, we would like to congratulate Eelin Tan, Michelle Teo, Apple Tay and Verlin Huang, who have each won 4 x tickets to the Piece of Peace World Tour in Singapore! Winners will be contacted through their personal messages. Enjoy the exhibition everyone!",4264,positive,8/22/2017 23:31,23,2,66,1.857142857,0,0,6,0
199,Eelin Tan,1.02E+16,"My family is crazy over Lego.   Little one loves to play with her Lego Disney Princesses collection and my elder one, her Lego Friends Amusement Park collection. Hubby and I have a dedicated toy room full of Lego sets as well.   I am looking forward to bring my family and enjoy the Piece of Peace exhibition after the kids are done with their upcoming tests. Hope to win the tickets and treat my kids to an educational outing travelling with Grab!    Thank you Grab!  ",4260,positive,8/16/2017 4:23,4,3,85,1.888888889,0,1,7,1
200,Michelle Teo,1.02E+16,"Our joint effort not too long ago,Gladys Teo .. lego was once our childhood favorite and now inspiring the 2 little monsters in the house, lol... hope to win the tickets for some family fun.",4261,positive,8/16/2017 5:11,5,3,35,2.857142857,0,0,4,2
201,Apple Tay,1.02E+16,Everyday I take different type of grab car to work. Grab bring color to life with bright conversation with grab driver. Love the experience,4262,positive,8/17/2017 17:39,17,4,24,2.5,0,0,1,1
202,Verlyn Huang,1.02E+16,The white motorcycle is built by lego and the lego on the right is built jointly by 2 children (1 & 3 years old). They love LEGOs and could spend hours building the blocks everyday.   We hope to be able to visit the exhibition for a funfilled educational day out!  Thank you Grab. #pieceofpeaceworldtour #worldheritagesites #legoblocks #lego #grabsingapore #grab,4259,positive,8/15/2017 21:45,21,2,59,1.75,0,1,2,1
203,Apple Tay,1.02E+16,My nephews love starwar,4263,positive,8/17/2017 17:40,17,4,4,4,0,0,0,1
204,Habib Noh,1.87E+15,Can we also have option like passengers dont need to wait more 10 mins to get picked up? These days my driver is dropping oft another passenger and it says 8 mins away and I waited like 15 mins.,4217,neutral,8/15/2017 19:58,19,2,39,-0.666666667,0,1,0,0
205,Sharifah AJ,1.97E+15,This is absolutely ridiculous. ETA shows arrival in 34mins. BUT driver arrives 1015mins later. So it's OKAY to penalise the passenger with a cancellation fee when they have to cancel due to long waiting time and it's perfectly acceptable for the passenger to WAIT 1015mins. The irony is not lost on me ,4228,negative,8/16/2017 9:05,9,3,53,-1.166666667,0,5,1,0
206,Teck Lung NG,1.02E+16,"GrabShare is supposed to be shared rides for the grand objective to reduce cars in the roads and be green to environment.   Grab should actually only assign *matched* rides to drivers. If there's no match, the driver earns little because of the heavily discounted ride. Unmatched ride also defeats the spirits and grand purposes of ride sharing.   Try standing in the driver's shoes and you shall understand. The driver would have earned a higher  GrabCar fare for an unmatched GrabShare ride. Grab gives no options for them to opt out taking GrabShare jobs too.   This situation can be improved if Grab only assign *matched* GrabShare rides to drivers. And we are also aligning this service with its original grand purposes of reducing cars and greener to environment.  Another solution is to automatically revert the fare of an unmatched GrabShare ride to  GrabCar one upon completion of the job.",4229,neutral,8/16/2017 14:46,14,3,148,1.5,0,3,9,0
207,Delwin Goh,1.02E+16,"Simple just stop grabshare... it doesn't made any ecological and financial sense at all. Town pick up, one sent to east and another sent to west... price is so low even worse if no pairing. Just don't make sense. But the worst is.... too many riders abusing it at the expense of the drivers.",4224,negative,8/16/2017 5:05,5,3,54,-2.333333333,0,4,0,0
208,Ong Chan,1.54E+15,Grabshare driver wait 3 mins but normal grab wait 15 mins. Horrible service. Grab needs to stop the practise of forcing the driver taking the next assignment before dropping the customer. It can lead up to 15 to 20 mins time for a customer.,4230,neutral,8/16/2017 15:34,15,3,44,-2,0,2,0,0
209,Sheron See Perakash,1.02E+16,"Hi, I was entitled for $8 off second ride. I took 1 non promotional ride this morning and I just grabhitched. Can I still get the $8 off tomorrow?",4232,neutral,8/17/2017 3:04,3,4,29,1,0,0,1,0
210,Benjamin Tan,1.02E+16,"Hi Grab, i am a Grab rider. Can you confirm if it is not possible to refer other riders already? Can't seem to find that option in the app.",4214,neutral,8/15/2017 19:10,19,2,29,0,0,0,0,0
211,Tina Ong,1.02E+16,Are GrabShare Drivers able to see how many passengers they are picking up from each GrabShare request since now the Riders are able to indicate either 1 or 2 passengers? If not Grab should upgrade the Drivers' app to be align! If the car is not spacious enough to have 4 passengers then booking should not be accepted for everyone's safety! I had an experience whereby I had to squeeze with 2 Caucasians with my head pinned to the door & almost had to sit on the Caucasian's lap! Seriously!?! Where is the safety?,4227,negative,8/16/2017 8:18,8,3,94,1,0,0,3,0
212,Aries Aries,1.02E+16,Had a terrible experience with GrabCar yesterday and today!!!  I booked a car yesterday to head back to office with my colleagues by GrabCar and she made us waited for more than 15 minutes!!!!  Today I booked a car earlier and it was shown just 3 minutes away and yet he didn't reply to msgs and stuck at the same location for more than 3 minutes on the map!!!  Cause me late to return to my office and late for my appointment !!!,4233,negative,8/27/2017 1:43,1,0,83,-2.333333333,0,3,0,0
213,Awek Bising,2.00E+15,"Only wait for us 3mins im ok , as i will only book when im totally ready .. But i ever kena not once , waiting periods 1020mins ? Driver came and pick me up looks like just came out from toilet having a good bath , the other ask me to walk so far away , then charge me extra ? Hmmm ...",4221,neutral,8/15/2017 22:45,22,2,64,0.333333333,0,1,1,0
214,Kang Tze Wei,1.02E+16,"ANother round, now I'm waiting grab Driver for 10mins although the app state 2mins.  10mins we can done crossing the Woodland bridge to reach JB",4225,neutral,8/16/2017 5:18,5,3,25,-0.5,0,1,1,0
215,Eddie Mohd Yusof,1.02E+16,Dont want to wait  Dont want to pay extra Simple take mrt or bus.. Cheap some more,4219,negative,8/15/2017 21:21,21,2,17,0.666666667,0,0,2,0
216,Forlan Quireoz,4.88E+14,remove this feature only making driver and rider unhappy. One want fast the other slowly taking their time.,4216,negative,8/15/2017 19:30,19,2,18,-0.5,0,1,1,0
217,Ron Tan,1.02E+16,Better train all ur driver la majoR case ur drive late ok,4215,neutral,8/15/2017 19:22,19,2,12,2,0,0,1,0
218,Diana Dee,1.02E+16,Thye wait 3 min. I had to wait until 15 mins at time.. so thats okay?//,4231,neutral,8/16/2017 21:41,21,3,16,0,0,0,0,0
219,Ben Zit P,1.02E+16,How about grab hitch driver picking up passenger. How long must the driver wait?,4222,neutral,8/16/2017 3:31,3,3,14,0,0,0,0,0
220,Alenzo Gill,9.67E+14,,4220,neutral,8/15/2017 21:58,21,2,1,0,0,0,0,0
221,Zack Leo,5.00E+14,,4226,neutral,8/16/2017 6:45,6,3,1,0,0,0,0,0
222,Ooi Keng Nam,1.02E+16,No grabshare pls,4218,neutral,8/15/2017 21:10,21,2,3,2,0,1,1,0
223,Mani Bhai,1.76E+15,https://www.facebook.com/MechanicHazirHo1546820602051429/,4223,neutral,8/16/2017 3:44,3,3,1,0,0,0,0,0
224,Kiat Ming,1.02E+16,How come my 4CREDITS not working today? Want to take grab and have to pay full fare for this trip!,4234,neutral,8/15/2017 16:07,16,2,20,0.5,0,0,1,0
225,Keith Lee,1.02E+16,"Hi my reward points seemed to have disappeared, could you please look into it? Thanks!",4242,neutral,8/16/2017 16:54,16,3,15,1,0,1,3,0
226,Rizal Inabus,1.02E+16,Can Grab3 (1st ride of the day) be used together with 6credits (2nd ride of the day)?,4235,neutral,8/15/2017 19:18,19,2,17,0,0,0,0,0
